"Wavelength","ATTO 425 EM","ATTO 425 AB","ATTO 465 EM","ATTO 465 AB","ATTO 488 EM","ATTO 488 AB","ATTO 495 EM","ATTO 495 AB","ATTO 514 EM","ATTO 514 AB","ATTO 520 EM","ATTO 520 AB","ATTO 532 EM","ATTO 532 AB","ATTO 542 EM","ATTO 542 AB","ATTO 550 EM","ATTO 550 AB","ATTO 565 EM","ATTO 565 AB","ATTO 590 EM","ATTO 590 AB","ATTO 594 EM","ATTO 594 AB","ATTO 610 EM","ATTO 610 AB","ATTO 620 EM","ATTO 620 AB","ATTO 633 EM","ATTO 633 AB","ATTO 647 EM","ATTO 647 AB","ATTO 655 EM","ATTO 655 AB","ATTO 680 EM","ATTO 680 AB","ATTO 700 EM","ATTO 700 AB","ATTO 725 EM","ATTO 725 AB"
671,0.00593939403636363,,0.0212943723852814,,0.00622943736147185,,0.035000000060606,,0.00753679693506493,,0.0116277056337662,,0.0250000003722943,,0.0343982689870129,,0.0578744583896103,,0.135142858008658,,0.335675325887445,,0.335675325887445,0.000999999999999999,0.416805191515151,0.00534199131341991,0.5400562904329,0.00367532474112554,0.736047613116882,0.0304805200952381,0.979272732121211,0.223601733419913,0.807735935108224,0.825030312900432,0.162047618398268,0.875969679783549,0.017926407056277,0.595181822337661,0.000999999999999999,0.450774902077921
672,0.00586147193376622,,0.0207056277359307,,0.00600000010303029,,0.0340000006320346,,0.00746320374675324,,0.0111428571151515,,0.0242294373679653,,0.0334588751774891,,0.056082251047619,,0.130445889177489,,0.330740261948052,,0.330740261948052,0.000999999999999999,0.407896096883116,0.00504761896623376,0.526454558484848,0.00334199142554112,0.719246759220778,0.0270086582770562,0.96877923095238,0.201082253939394,0.845363644545453,0.784714292164501,0.182129869047619,0.894930723203462,0.0202987013419913,0.609432913160172,0.000909090899999999,0.447731614458874
673,0.00562770565324675,,0.0202943721558441,,0.00577056283376623,,0.0330000006753246,,0.00716883139956709,,0.0108571428008658,,0.0232813852510822,,0.0325411263290043,,0.0546147189220778,,0.125939396536796,,0.325909098095238,,0.325909098095238,0.000999999999999999,0.399298694718614,0.00506060592727272,0.513285721471861,0.0030476191025974,0.702606072121211,0.0239740259610389,0.956718624155843,0.180796539177489,0.87949785164502,0.741740260259739,0.204571427965368,0.91367098177489,0.0228961038528138,0.623671019956709,0.000969696966666665,0.444445896233766
674,0.00537229434675324,,0.0197056273333333,,0.00562770565324675,,0.0319090915670995,,0.0068311690112554,,0.0103722942528138,,0.0225974025064935,,0.0315108226883116,,0.0532943727792207,,0.121467533073593,,0.321138537662337,,0.321138537662337,,0.39092640025974,0.00493939381212121,0.500593074112553,0.00306060604545454,0.686406934502164,0.0213593072207792,0.943402605238094,0.162445887402597,0.909718636709955,0.696779216363635,0.229519481731601,0.931748907359306,0.0258051947662337,0.637610412164501,0.00113852815238095,0.440887454329004
675,0.00513852806623376,,0.0192943714848485,,0.00537229434675324,,0.0308787878398268,,0.00653679668138527,,0.0099090907090909,,0.0219090909090909,,0.0305670989826839,,0.0517056279740259,,0.117359306450216,,0.316342001038961,,0.316342001038961,,0.382757574112554,0.0048614718030303,0.488683976277056,0.00293939391818181,0.670515145714285,0.0188354979653679,0.929082250216449,0.145731600012987,0.935584428831168,0.65061038077922,0.256991338787878,0.948636354329003,0.0291774893679653,0.651385288008657,0.00137229440952381,0.437203469134198
676,0.00496969686363636,,0.0187056267835498,,0.00513852806623376,,0.0301082242207792,,0.0063722945095238,,0.00968831133506492,,0.0213722944632034,,0.0299090897575757,,0.0501125536796536,,0.113523809523809,,0.311675334805194,,0.311675334805194,,0.374835499220779,0.00462770563939393,0.47722510034632,0.00286147187532467,0.655285696017315,0.0167575756883117,0.914536791774891,0.130774890168831,0.957242433290042,0.60390475090909,0.287025971515151,0.964030294329003,0.0330346315887445,0.664839824891774,0.00162770569047619,0.433675325887445
677,0.00490909079090908,,0.0182943715411255,,0.00496969686363636,,0.0295108215411255,,0.00622943736147185,,0.00931168794372293,,0.0208571428874459,,0.0294935055887445,,0.0487359303549783,,0.110251081978355,,0.307203471168831,,0.307203471168831,,0.367359309783549,0.00437229446060605,0.46628571082251,0.00262770566493506,0.640805172207791,0.0149264070095238,0.899839817272726,0.117298701549783,0.97474459125541,0.557307353203462,0.319731597922078,0.977497825584414,0.0370865794675324,0.677952375151514,0.00186147194761905,0.430251079826839
678,0.00509090896363636,,0.0177056273593073,,0.00499999985454545,,0.028999999004329,,0.00600000010303029,,0.00899999973852813,,0.020142857004329,,0.0286580084329004,,0.0475108219956709,,0.107077922532467,,0.302796541948052,,0.302796541948052,,0.360064937922077,0.00413852829696969,0.455913421904761,0.00237229443506493,0.626696940086579,0.0133896105220779,0.885073582034631,0.105047618238095,0.987744590259739,0.511554105541125,0.355376616406926,0.988121203593072,0.0416839819783549,0.690939386580086,0.00193939405151515,0.426926402380952
679,0.00503030292121211,,0.0172943726406926,,0.00503030292121211,,0.0283982681428571,,0.00577056283376623,,0.00859740248917748,,0.0196277050735931,,0.0276926408095238,,0.0462813847662337,,0.103831169337662,,0.298324678961039,,0.298324678961039,,0.353038962813852,0.00396969717878787,0.446086583290043,0.00222943732467532,0.612787849913419,0.0120173160744589,0.870012983073592,0.0937402589090908,0.996069266190475,0.467164503982683,0.39343723017316,0.995666659004328,0.0468225103116883,0.703969691731601,0.00206060617272727,0.423896098268398
680,0.0048614718030303,,0.0167056284588744,,0.0048614718030303,,0.0278614722077922,,0.00562770565324675,,0.00837229447445886,,0.0189999993116883,,0.026705628056277,,0.0452251077532467,,0.100536796610389,,0.293658013896103,,0.293658013896103,,0.346432898701298,0.00390909113636363,0.436805199696969,0.0020000001060606,0.598926395497835,0.0108787876796537,0.8547013008658,0.0835367959047618,0.999341989870129,0.424510824891774,0.434060608614718,0.99942857142857,0.0524761904285714,0.716926411731601,0.00213852822467532,0.421086577272727
