"Wavelength","Alexa Fluor 488 EM","Alexa Fluor 488 EX","Alexa Fluor 532 EM","Alexa Fluor 532 EX","Alexa Fluor 546 EM","Alexa Fluor 546 EX","Alexa Fluor 555 EM","Alexa Fluor 555 EX","Alexa Fluor 568 EM","Alexa Fluor 568 EX","Alexa Fluor 594 EM","Alexa Fluor 594 EX","Alexa Fluor 647 EM","Alexa Fluor 647 EX","Alexa Fluor 680 EM","Alexa Fluor 680 EX","Alexa Fluor 700 EM","Alexa Fluor 700 EX","Alexa Fluor 750 EM","Alexa Fluor 750 EX"
423,,0.0375,,0.0162,,0.0326,,0.0069,,0.0092,,0.0456,,,,,,0.0283,,0.0269
424,,0.0388,,0.0161,,0.0313,,0.0059,,0.0081,,0.0429,,,,,,0.0275,,0.027
425,,0.0405,,0.0168,,0.0314,,0.0066,,0.0076,,0.0404,,,,,,0.0267,,0.0265
426,,0.0421,,0.017,,0.0304,,0.0092,,0.0065,,0.039,,,,,,0.0264,,0.0264
427,,0.0437,,0.0168,,0.0293,,0.0095,,0.0067,,0.0375,,,,,,0.0254,,0.0257
428,,0.0462,,0.0175,,0.0306,,0.0076,,0.0052,,0.0344,,,,,,0.0247,,0.0253
429,,0.0487,,0.0184,,0.0294,,0.0076,,0.0061,,0.0344,,,,,,0.0242,,0.0243
430,,0.0508,,0.0182,,0.0284,,0.0083,,0.0046,,0.0328,,,,,,0.0235,,0.0234
431,,0.0534,,0.0183,,0.029,,0.0107,,0.0039,,0.0309,,,,,,0.023,,0.0223
432,,0.0561,,0.0195,,0.0295,,0.0076,,0.0036,,0.0294,,,,,,0.0224,,0.0212
433,,0.059,,0.0199,,0.0287,,0.0093,,0.0036,,0.0301,,,,,,0.0219,,0.02
434,,0.0619,,0.0204,,0.029,,0.0082,,0.0025,,0.0281,,,,,,0.0214,,0.0188
435,,0.0651,,0.0215,,0.0297,,0.0089,,0.0034,,0.0288,,,,,,0.0207,,0.0174
436,,0.0681,,0.0219,,0.0294,,0.0088,,0.0032,,0.0272,,,,,,0.0203,,0.0164
437,,0.0714,,0.0222,,0.0278,,0.0099,,0.0031,,0.0262,,,,,,0.0197,,0.0151
438,,0.0747,,0.0227,,0.0274,,0.0101,,0.0023,,0.0264,,,,,,0.0193,,0.014
439,,0.0782,,0.0234,,0.0269,,0.0116,,0.003,,0.0257,,,,,,0.0191,,0.0129
440,,0.0827,,0.0246,,0.0269,,0.0106,,0.0029,,0.0249,,,,,,0.0185,,0.0119
441,,0.0869,,0.0257,,0.0265,,0.0106,,0.0033,,0.0244,,,,,,0.0183,,0.0108
442,,0.0907,,0.0264,,0.0267,,0.0112,,0.0026,,0.0238,,,,,,0.018,,0.0104
443,,0.0956,,0.0278,,0.0272,,0.012,,0.0026,,0.0238,,,,,,0.0175,,0.0092
444,,0.1006,,0.0287,,0.0276,,0.0115,,0.0023,,0.0239,,,,,,0.0172,,0.0088
445,,0.1052,,0.0292,,0.0267,,0.0142,,0.0024,,0.0242,,,,,,0.017,,0.0083
446,,0.1112,,0.0309,,0.0285,,0.0143,,0.0023,,0.0239,,,,,,0.0168,,0.0078
447,,0.1174,,0.0328,,0.0282,,0.0164,,0.0023,,0.0244,,,,,,0.0165,,0.0073
448,,0.1235,,0.0336,,0.0278,,0.0184,,0.0025,,0.0245,,,,,,0.0161,,0.007
449,,0.1305,,0.0352,,0.0281,,0.0182,,0.003,,0.0234,,,,,,0.016,,0.0068
450,,0.1383,,0.037,,0.029,,0.0186,,0.0032,,0.0229,,,,,,0.0155,,0.0063
451,,0.1459,,0.0385,,0.0291,,0.0213,,0.0038,,0.0234,,,,,,0.0152,,0.0062
452,,0.156,,0.0412,,0.0296,,0.0207,,0.004,,0.0225,,,,,,0.0148,,0.0058
453,,0.1643,,0.0426,,0.0293,,0.0229,,0.0048,,0.0238,,,,,,0.0146,,0.0055
454,,0.1746,,0.0452,,0.0297,,0.0229,,0.005,,0.0226,,,,,,0.0141,,0.0055
455,,0.1847,,0.0473,,0.0298,,0.0261,,0.0058,,0.0228,,,,,,0.0142,,0.0055
456,,0.196,,0.05,,0.0305,,0.027,,0.0057,,0.0243,,,,,,0.0139,,0.0051
457,,0.2068,,0.0519,,0.0307,,0.0283,,0.0065,,0.0237,,,,,,0.0135,,0.0051
458,,0.2194,,0.0555,,0.0318,,0.0285,,0.0066,,0.0237,,,,,,0.0131,,0.0049
459,,0.2309,,0.0574,,0.0309,,0.0324,,0.0076,,0.0236,,,,,,0.0131,,0.0048
460,,0.2439,,0.061,,0.0319,,0.0329,,0.0078,,0.0253,,,,,,0.0127,,0.0046
461,,0.2567,,0.064,,0.0328,,0.0348,,0.0089,,0.0239,,,,,,0.0124,,0.0045
462,,0.2698,,0.0672,,0.034,,0.0371,,0.0096,,0.0245,,,,,,0.0122,,0.0044
463,,0.2829,,0.0703,,0.0338,,0.0389,,0.0106,,0.0247,,,,,,0.0119,,0.0045
464,,0.2961,,0.0741,,0.0356,,0.0414,,0.0111,,0.025,,,,,,0.0114,,0.0041
465,,0.3089,,0.0773,,0.036,,0.0416,,0.0118,,0.0244,,,,,,0.0112,,0.0041
466,,0.3215,,0.0808,,0.0369,,0.0445,,0.0129,,0.0264,,,,,,0.011,,0.0039
467,,0.3341,,0.0845,,0.0376,,0.0475,,0.014,,0.0272,,,,,,0.0107,,0.0038
468,,0.3467,,0.0878,,0.0381,,0.0509,,0.0144,,0.0275,,,,,,0.0107,,0.0035
469,,0.3592,,0.0916,,0.0391,,0.0543,,0.0156,,0.027,,,,,,0.0104,,0.0036
470,,0.3722,,0.096,,0.04,,0.0563,,0.017,,0.0284,,,,,,0.0104,,0.0033
471,,0.385,,0.0999,,0.0413,,0.0598,,0.0179,,0.0283,,,,,,0.0101,,0.0031
472,,0.3972,,0.1042,,0.043,,0.0617,,0.0192,,0.0296,,,,,,0.01,,0.0029
473,,0.4107,,0.1095,,0.0447,,0.0666,,0.0203,,0.0293,,,,,,0.0098,,0.0028
474,,0.4249,,0.1148,,0.0469,,0.0712,,0.0216,,0.0315,,,,,,0.0096,,0.0025
475,0.0098,0.4389,,0.1196,,0.0481,,0.0755,,0.0224,,0.031,,,,,,0.0096,,0.0026
476,0.007,0.4545,,0.1256,,0.0511,,0.0801,,0.0241,,0.0315,,,,,,0.0093,,0.0023
477,0.0049,0.4709,,0.1316,,0.052,,0.0854,,0.0253,,0.0326,,,,,,0.0091,,0.0022
478,0.0048,0.4893,,0.139,,0.055,,0.0931,,0.0274,,0.0338,,,,,,0.0091,,0.0021
479,0.0057,0.5082,,0.146,,0.0563,,0.0963,,0.0294,,0.0338,,,,,,0.0089,,0.002
480,0.0071,0.5297,,0.1542,,0.0592,,0.1016,,0.0312,,0.0347,,,,,,0.0089,,0.0017
481,0.0086,0.5521,,0.1625,,0.0608,,0.108,,0.0337,,0.0361,,,,,,0.0089,,0.0018
482,0.0107,0.5768,,0.1721,,0.0637,,0.1141,,0.0357,,0.0369,,,,,,0.0088,,0.0016
483,0.0135,0.6025,,0.181,,0.0653,,0.1177,,0.0385,,0.0366,,,,,,0.0088,,0.0016
484,0.0167,0.6297,,0.1917,,0.0679,,0.1242,,0.0412,,0.0397,,,,,,0.0085,,0.0013
485,0.021,0.6589,,0.2026,,0.0707,,0.1282,,0.0439,,0.0406,,,,,,0.0085,,0.0014
486,0.0258,0.6892,,0.214,,0.0725,,0.1342,,0.0468,,0.0424,,,,,,0.0086,,0.0013
487,0.0322,0.7199,,0.2251,,0.0742,,0.1377,,0.0499,,0.0435,,,,,,0.0085,,0.0012
488,0.0394,0.7518,,0.2375,,0.0773,,0.1425,,0.0528,,0.0455,,,,,,0.0082,,0.001
489,0.0485,0.7846,,0.2498,,0.0783,,0.1467,,0.0564,,0.0474,,,,,,0.0084,,0.001
490,0.0591,0.817,,0.2629,,0.0809,,0.1523,,0.0599,,0.05,,,,,,0.0084,,0.001
491,0.071,0.8491,,0.2755,,0.0829,,0.1551,,0.0633,,0.0507,,,,,,0.0084,,0.001
492,0.0852,0.88,,0.2887,,0.0858,,0.1611,,0.0671,,0.053,,,,,,0.0084,,0.001
493,0.1021,0.9081,,0.3006,,0.0876,,0.1642,,0.071,,0.0555,,,,,,0.0086,,0.001
494,0.1219,0.934,,0.3132,,0.0907,,0.1717,,0.0745,,0.0583,,,,,,0.0085,,0.0009
495,0.1454,0.956,,0.3244,,0.0931,,0.1777,,0.0785,,0.0597,,,,,,0.0086,,0.001
496,0.1713,0.9751,,0.3366,,0.0972,,0.187,,0.0827,,0.0627,,,,,,0.0086,,0.0012
497,0.2016,0.9883,,0.3462,,0.0995,,0.1927,,0.0865,,0.0654,,,,,,0.0088,,0.0012
498,0.2353,0.9976,,0.3569,,0.104,,0.2018,,0.0905,,0.0687,,,,,,0.009,,0.0013
499,0.2723,1,,0.3655,,0.1085,,0.2119,,0.0945,,0.0722,,,,,,0.0092,,0.0012
500,0.3126,0.9982,,0.3749,,0.113,,0.2237,,0.0982,,0.0748,,0.01,,0.0195,,0.0092,,0.0012
501,0.3551,0.9894,,0.3821,,0.1177,,0.2332,,0.1022,,0.0768,,0.009,,0.0238,,0.0096,,0.0013
502,0.4005,0.9746,,0.39,,0.1245,,0.2472,,0.106,,0.0806,,0.0092,,0.0247,,0.0099,,0.0015
503,0.4465,0.9546,,0.3973,,0.1311,,0.2581,,0.1096,,0.0823,,0.0096,,0.0251,,0.0101,,0.0015
504,0.4966,0.9287,,0.4043,,0.1384,,0.2752,,0.1139,,0.087,,0.0098,,0.026,,0.0105,,0.0018
505,0.5447,0.8976,,0.4109,,0.1464,,0.2893,,0.118,,0.0892,,0.0103,,0.0262,,0.0109,,0.0017
506,0.5961,0.8619,,0.4184,,0.1551,,0.3079,,0.1223,,0.0918,,0.0108,,0.0271,,0.0112,,0.0019
507,0.6463,0.8214,,0.4261,,0.1643,,0.3254,,0.1263,,0.0951,,0.0108,,0.0277,,0.0115,,0.002
508,0.6978,0.7789,,0.4346,,0.174,,0.3444,,0.1315,,0.0987,,0.0111,,0.0277,,0.0119,,0.0024
509,0.7429,0.7332,,0.4438,,0.1846,,0.3617,,0.1366,,0.1004,,0.0118,,0.0289,,0.0122,,0.0024
510,0.7911,0.6857,,0.4545,,0.1954,,0.3815,,0.1417,,0.1043,,0.0122,,0.0294,,0.0129,,0.0026
511,0.8308,0.6371,,0.4663,,0.207,,0.4015,,0.1476,,0.1056,,0.0124,,0.0306,,0.013,,0.0026
512,0.8677,0.5893,,0.48,,0.219,,0.4188,,0.1537,,0.1091,,0.0133,,0.0311,,0.0137,,0.0029
513,0.9018,0.5398,,0.4941,,0.2301,,0.4354,,0.1604,,0.1121,,0.0139,,0.0313,,0.014,,0.0029
514,0.9287,0.4937,,0.5114,,0.243,,0.4535,,0.1685,,0.1158,,0.0144,,0.0319,,0.0147,,0.0033
515,0.9506,0.4472,,0.5296,,0.2547,,0.4666,,0.1765,,0.1195,,0.0145,,0.0334,,0.015,,0.0034
516,0.9695,0.4045,,0.5504,,0.2666,,0.4798,,0.1851,,0.1237,,0.0156,,0.0335,,0.0158,,0.0037
517,0.9843,0.3623,,0.5725,,0.2768,,0.4899,,0.1947,,0.1272,,0.0157,,0.0346,,0.0164,,0.0037
518,0.9947,0.3233,,0.5976,,0.2883,,0.4962,,0.2051,,0.1315,,0.0162,,0.0365,,0.0168,,0.004
519,0.9982,0.2876,,0.6239,,0.2966,,0.4996,,0.2159,,0.1362,,0.0172,,0.0372,,0.0175,,0.0041
520,1,0.2535,0.057,0.6522,,0.3052,,0.5051,,0.228,,0.1433,,0.0178,,0.038,,0.0182,,0.0045
521,0.9962,0.2228,0.0636,0.6825,,0.3126,,0.5041,,0.2402,,0.1483,,0.0181,,0.0396,,0.019,,0.0047
522,0.9858,0.1952,0.0733,0.7143,,0.319,,0.5044,,0.2536,,0.1549,,0.0187,,0.041,,0.0196,,0.0051
523,0.9728,0.1712,0.0865,0.7465,,0.3229,,0.5,,0.2671,,0.1623,,0.019,,0.0412,,0.0205,,0.0054
