"Wavelength","Zeiss BP 545/25","Zeiss FT 570","Zeiss BP 605/70"
930,0,0.127470480188925,0.0467851832414933
931,0,0.108567567567563,0.039434050555409
932,0,0.102886381527157,0.0327945421149298
933,0,0.0973016268695874,0.0275437330534414
934,0,0.0878501705589081,0.0218205195486746
935,0,0.0783987142482288,0.0155195486748884
936,0,0.0724812385200731,0.0115745648561179
937,0,0.0693307530831794,0.00947424123152213
938,0,0.0640635003935963,0
939,0,0.0581957928802581,0
940,0,0.052944983818769,0
941,0,0.0483814943584351,0
942,0,0.0444433875623187,0
943,0,0.040513087116242,0
944,0,0.0381502230385722,0
945,0,0.0357873589609024,0
946,0,0.0341905667803724,0
947,0,0.0334029454211491,0
948,0,0.0326153240619258,0
949,0,0.0280168590921013,0
950,0,0.0232911309367617,0
951,0,0.0206874836001048,0
952,0,0.0206874836001048,0
953,0,0.0206874836001048,0
954,0,0.0184890448701124,0
955,0,0.0161261807924426,0
956,0,0.0144119653634215,0
957,0,0.0136243440041981,0
958,0,0.0128367226449747,0
959,0,0.0127525583836261,0
960,0,0.0127525583836261,0
961,0,0.0127525583836261,0
962,0,0.0127525583836261,0
963,0,0.0127525583836261,0
964,0,0.0127525583836261,0
965,0,0.0127525583836261,0
966,0,0.0127525583836261,0
967,0,0.0127525583836261,0
968,0,0.0127525583836261,0
969,0,0.0127525583836261,0
970,0,0.0127525583836261,0
971,0,0.0127525583836261,0
972,0,0.0127525583836261,0
973,0,0,0
974,0,0,0
975,0,0,0
976,0,0,0
977,0,0,0
978,0,0,0
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0.00499603851055565,0,0
984,0.0099920770211113,0,0
985,0.0127525583836261,0,0
986,0.0127525583836261,0,0
987,0.0156850782821657,0,0
988,0.0209358873436535,0,0
989,0.0261866964051427,0,0
990,0.0314375054666325,0,0
991,0.0399670690107581,0,0
992,0.0527027027027014,0,0
993,0.0676300183678827,0,0
994,0.0802482288113355,0,0
995,0.0991511414326957,0,0
996,0.125078981894519,0,0.00594327383728347
997,0.168680005247971,0,0.0118865476745669
998,0.216508527945421,0,0.0127525583836261
999,0.222809498819208,0,0.0127525583836261
1000,0.229110469692994,0,0.0127525583836261
1001,0.224290343741799,0,0.0127525583836261
1002,0.200766465494618,0,0.0127525583836261
1003,0.164532274993436,0,0.0127525583836261
1004,0.148779847808974,0,0.0127525583836261
1005,0.14082414939211,0,0.0134575898714246
1006,0.133729401731829,0,0.0158204539490947
1007,0.132941780372605,0,0.0181833180267648
1008,0.132154159013382,0,0.0193178955654683
1009,0.13286950056853,0,0.0201055169246917
1010,0.134969824193125,0,0.0206874836001048
1011,0.143701390711101,0,0.0206874836001048
1012,0.156303332458674,0,0.0206874836001048
1013,0.15896388743112,0,0.0206874836001048
1014,0.158176266071897,0,0.0206874836001048
1015,0.156859748097611,0,0.0206874836001048
1016,0.153709262660718,0,0.0206874836001048
1017,0.147393859879293,0,0.0206874836001048
1018,0.135029913408553,0,0.0190211886643919
1019,0.125578457097873,0,0.0166583245867218
1020,0.118698504329572,0,0.0145893466281812
1021,0.110643007084754,0,0.0138017252689579
1022,0.0993164523747002,0,0.0130141039097346
1023,0.0835640251902356,0,0.0127525583836261
1024,0.0729609026502222,0,0.0127525583836261
1025,0.0698104172133285,0,0.0127525583836261
1026,0.0661142307355884,0,0.0127525583836261
1027,0.0619135834863981,0,0.0127525583836261
1028,0.0603621096824978,0,0.0127525583836261
1029,0.0603621096824978,0,0.0127525583836261
1030,0.0610679611650499,0,0.0131054841249021
1031,0.0673689320388369,0,0.0162559695617952
1032,0.0743726056153273,0,0.0194064549986884
1033,0.083824061926005,0,0.0206874836001048
1034,0.090239307268435,0,0.0206874836001048
1035,0.107636447126745,0,0.0251259511939141
1036,0.12688533193388,0,0.0314269220677003
1037,0.14380831802677,0,0.0325898714248227
1038,0.165861716085021,0,0.0325898714248227
1039,0.196671477302545,0,0.0413462345840984
1040,0.247092626607191,0,0.0550013119916034
1041,0.290249016006302,0,0.0694689057990058
1042,0.3077483600105,0,0.0830065599580254
1043,0.317199816321178,0,0.10190947257938
1044,0.340658094988197,0,0.123613749672007
1045,0.39562778798217,0,0.155589084229868
1046,0.454080031487804,0,0.187557858829707
1047,0.487333639464709,0,0.211363421674105
1048,0.509387037522957,0,0.249169246916815
1049,0.493865258462343,0,0.305762660718979
1050,0.458743112044072,0,0.389892416688558
1051,0.393636578325876,0,0.46655825242719
1052,0.291180267646278,0,0.490718446601936
1053,0.247073471529767,0,0.462364077669893
1054,0.208099711361845,0,0.416044082917867
1055,0.177292049330883,0,0.365636315927575
1056,0.150223038572543,0,0.304037785358145
1057,0.119296116504847,0,0.217904749409589
1058,0.103543689320384,0,0.186399895040664
1059,0.0902403568617138,0,0.159793230123323
1060,0.0809026502230376,0,0.137853581737074
1061,0.0740582524271832,0,0.118135528732614
1062,0.0656569579288006,0,0.096082130674362
1063,0.0600708803463653,0,0.089771975859353
1064,0.0592832589871421,0,0.0842482288113343
1065,0.0584956376279189,0,0.0789974197498457
1066,0.0563672920493303,0,0.0762046050905268
1067,0.0540044279716605,0,0.073841741012857
1068,0.0537365520860668,0,0.0735738651272634
1069,0.0576746588821836,0,0.0775119719233801
1070,0.0616127656783004,0,0.0814500787194968
1071,0.0661918787719767,0,0.0860291918131731
1072,0.0709176069273162,0,0.0907549199685128
1073,0.0770384413539764,0,0.098115848858569
1074,0.0864898976646556,0,0.111767952418439
1075,0.0959413539753363,0,0.124993440041986
1076,0.104929939648389,0,0.137595381789562
1077,0.111230910522174,0,0.150197323537132
1078,0.123124639202311,0,0.160002886381529
1079,0.151561794804519,0,0.185289556546843
1080,0.188205195486753,0,0.217620047231701
1081,0.222169640514304,0,0.245283521385465
1082,0.250524009446347,0,0.267336919443721
1083,0.273520467069016,0,0.286711361847289
1084,0.314193649960652,0,0.314924166885339
1085,0.358346890579903,0,0.342264497507217
1086,0.383550774075044,0,0.354410390973497
1087,0.408754657570193,0,0.360711361847284
1088,0.431397008659149,0,0.367012332721072
1089,0.465662293361334,0,0.366335082655469
1090,0.499565730779325,0,0.355396221464177
1091,0.509017187090004,0,0.3338958278667
1092,0.518468643400684,0,0.327594856992914
1093,0.505923117292046,0,0.313961558646022
1094,0.478884544738907,0,0.296581999475199
1095,0.4296464182629,0,0.272818157963779
1096,0.338282340593017,0,0.235012332721069
1097,0.29721687221201,0,0.219212149042243
1098,0.26091393335082,0,0.203459721857777
1099,0.229278011020722,0,0.19072671214904
1100,0.198152715822606,0,0.181967987404878
1101,0.157196405143003,0,0.175667016531092
1102,0.146502492784042,0,0.171711689845185
1103,0.137051036473363,0,0.172499311204408
1104,0.123422723694566,0,0.173286932563632
1105,0.107012813784658,0,0.175993833639465
1106,0.101762004723169,0,0.179144319076358
1107,0.0973591905011802,0,0.185203621096825
1108,0.0949963264235102,0,0.191504591970612
1109,0.0926334623458401,0,0.197805562844399
1110,0.0921018105484122,0,0.205022303857258
1111,0.0921018105484122,0,0.21762424560483
1112,0.094120965625821,0,0.235808974022569
1113,0.101997179218054,0,0.268532799790082
1114,0.109873392810287,0,0.296757281553398
1115,0.1125201718709,0,0.303398714248231
1116,0.113307793230123,0,0.312850170558911
1117,0.116913889617779,0,0.324975596956182
1118,0.130565993177647,0,0.361718446601952
1119,0.143871424822882,0,0.403836525846236
1120,0.156473366570453,0,0.422070322749933
1121,0.16907530831803,0,0.431521779060616
1122,0.184233796903704,0,0.435860141695094
1123,0.217381920755719,0,0.439010627131986
1124,0.256335869850437,0,0.439254788769352
1125,0.275238782471795,0.00446603640861629,0.439254788769352
1126,0.294141695093154,0.00893207281723258,0.436285926703401
1127,0.320361978483341,0.0127525583836261,0.428934794017317
1128,0.358449225924962,0.0127525583836261,0.412391498294406
1129,0.401680661243775,0.0127525583836261,0.379135922330084
1130,0.4331855156127,0.0127525583836261,0.322427184466019
1131,0.474106402519037,0.0127525583836261,0.310706157613923
1132,0.510419312516409,0.0127525583836261,0.299830315752645
1133,0.554102991340867,0.0127525583836261,0.294579506691156
1134,0.600096037785364,0.0127525583836261,0.284285226974538
1135,0.618998950406723,0.0127525583836261,0.2559308580425
1136,0.628838100236161,0.0127525583836261,0.24268276043033
1137,0.627268171083703,0.0127525583836261,0.232285095775385
1138,0.612643400682231,0.0127525583836261,0.222833639464705
1139,0.586298871687216,0.0127525583836261,0.213762398320649
1140,0.554794017318285,0.0131868276043032,0.206411265634564
1141,0.520385331933861,0.0139744489635266,0.200516957491471
1142,0.4836431382839,0.0148136315927583,0.198154093413801
1143,0.430598792967706,0.0171764956704281,0.195791229336131
1144,0.361327735502486,0.0195393597480979,0.200129099973761
1145,0.329822881133555,0.0206874836001048,0.206430070847547
1146,0.303890842298605,0.0206874836001048,0.215517449488324
1147,0.284595250590392,0.0206874836001048,0.236785489372874
