"Wavelength","Alexa Fluor 700 EX","Alexa Fluor 700 EM","Alexa Fluor 488 EX","Alexa Fluor 488 EM","Alexa Fluor 532 EX","Alexa Fluor 532 EM","Alexa Fluor 546 EX","Alexa Fluor 546 EM","Alexa Fluor 555 EX","Alexa Fluor 555 EM","Alexa Fluor 568 EX","Alexa Fluor 568 EM","Alexa Fluor 647 EX","Alexa Fluor 647 EM","Alexa Fluor 660 EX","Alexa Fluor 660 EM","Alexa Fluor 680 EX","Alexa Fluor 680 EM","Alexa Fluor 594 EX","Alexa Fluor 594 EM","BODIPY FL EX","BODIPY FL EM"
408,0.0393,,0.0255,,0.0174,,0.0373,,0.0032,,0.0318,,,,0.0208,,,,0.0836,,0.0183
409,0.0385,,0.0257,,0.0172,,0.0376,,0.0045,,0.0294,,,,0.0207,,,,0.0819,,0.0181
410,0.0377,,0.0264,,0.0165,,0.0372,,0.0036,,0.0275,,,,0.0201,,,,0.0794,,0.0183
411,0.0369,,0.0269,,0.0167,,0.0369,,0.0051,,0.0249,,,,0.0197,,,,0.0763,,0.0185
412,0.0359,,0.0272,,0.0164,,0.0365,,0.0042,,0.0237,,,,0.019,,,,0.073,,0.0185
413,0.0351,,0.0274,,0.016,,0.0359,,0.005,,0.0217,,,,0.0185,,,,0.0708,,0.0192
414,0.0343,,0.0279,,0.0157,,0.0348,,0.0052,,0.0202,,,,0.0179,,,,0.0679,,0.0196
415,0.0338,,0.0289,,0.016,,0.0354,,0.0044,,0.0185,,,,0.0178,,,,0.0649,,0.0201
416,0.0329,,0.0295,,0.0157,,0.035,,0.0045,,0.0172,,,,0.0168,,,,0.0624,,0.0205
417,0.0323,,0.0304,,0.0159,,0.0347,,0.0066,,0.0156,,,,0.0172,,,,0.0607,,0.0209
418,0.0315,,0.0313,,0.016,,0.0337,,0.0061,,0.0148,,,,0.0165,,,,0.0572,,0.0216
419,0.031,,0.032,,0.0158,,0.0336,,0.0059,,0.013,,,,0.0169,,,,0.0539,,0.0225
420,0.0299,,0.0332,,0.016,,0.033,,0.0059,,0.0122,,,,0.0158,,,,0.0524,,0.0231
421,0.0296,,0.0339,,0.0155,,0.0321,,0.0055,,0.0111,,,,0.0159,,,,0.0496,,0.024
422,0.0287,,0.0359,,0.0164,,0.0324,,0.0068,,0.0095,,,,0.0156,,,,0.0458,,0.0251
423,0.0283,,0.0375,,0.0162,,0.0326,,0.0069,,0.0092,,,,0.0153,,,,0.0456,,0.026
424,0.0275,,0.0388,,0.0161,,0.0313,,0.0059,,0.0081,,,,0.0158,,,,0.0429,,0.0273
425,0.0267,,0.0405,,0.0168,,0.0314,,0.0066,,0.0076,,,,0.015,,,,0.0404,,0.0284
426,0.0264,,0.0421,,0.017,,0.0304,,0.0092,,0.0065,,,,0.0157,,,,0.039,,0.0295
427,0.0254,,0.0437,,0.0168,,0.0293,,0.0095,,0.0067,,,,0.0153,,,,0.0375,,0.0315
428,0.0247,,0.0462,,0.0175,,0.0306,,0.0076,,0.0052,,,,0.0153,,,,0.0344,,0.0331
429,0.0242,,0.0487,,0.0184,,0.0294,,0.0076,,0.0061,,,,0.0152,,,,0.0344,,0.0344
430,0.0235,,0.0508,,0.0182,,0.0284,,0.0083,,0.0046,,,,0.0156,,,,0.0328,,0.037
431,0.023,,0.0534,,0.0183,,0.029,,0.0107,,0.0039,,,,0.0151,,,,0.0309,,0.0395
432,0.0224,,0.0561,,0.0195,,0.0295,,0.0076,,0.0036,,,,0.0165,,,,0.0294,,0.0417
433,0.0219,,0.059,,0.0199,,0.0287,,0.0093,,0.0036,,,,0.0153,,,,0.0301,,0.0441
434,0.0214,,0.0619,,0.0204,,0.029,,0.0082,,0.0025,,,,0.0159,,,,0.0281,,0.0467
435,0.0207,,0.0651,,0.0215,,0.0297,,0.0089,,0.0034,,,,0.0158,,,,0.0288,,0.0494
436,0.0203,,0.0681,,0.0219,,0.0294,,0.0088,,0.0032,,,,0.0168,,,,0.0272,,0.0529
437,0.0197,,0.0714,,0.0222,,0.0278,,0.0099,,0.0031,,,,0.0159,,,,0.0262,,0.0556
438,0.0193,,0.0747,,0.0227,,0.0274,,0.0101,,0.0023,,,,0.0169,,,,0.0264,,0.0586
439,0.0191,,0.0782,,0.0234,,0.0269,,0.0116,,0.003,,,,0.0165,,,,0.0257,,0.0624
440,0.0185,,0.0827,,0.0246,,0.0269,,0.0106,,0.0029,,,,0.0177,,,,0.0249,,0.0655
441,0.0183,,0.0869,,0.0257,,0.0265,,0.0106,,0.0033,,,,0.0178,,,,0.0244,,0.0686
442,0.018,,0.0907,,0.0264,,0.0267,,0.0112,,0.0026,,,,0.0184,,,,0.0238,,0.0725
443,0.0175,,0.0956,,0.0278,,0.0272,,0.012,,0.0026,,,,0.0181,,,,0.0238,,0.0758
444,0.0172,,0.1006,,0.0287,,0.0276,,0.0115,,0.0023,,,,0.0186,,,,0.0239,,0.0791
445,0.017,,0.1052,,0.0292,,0.0267,,0.0142,,0.0024,,,,0.0191,,,,0.0242,,0.0844
446,0.0168,,0.1112,,0.0309,,0.0285,,0.0143,,0.0023,,,,0.0201,,,,0.0239,,0.0886
447,0.0165,,0.1174,,0.0328,,0.0282,,0.0164,,0.0023,,,,0.0201,,,,0.0244,,0.0928
448,0.0161,,0.1235,,0.0336,,0.0278,,0.0184,,0.0025,,,,0.0204,,,,0.0245,,0.0981
449,0.016,,0.1305,,0.0352,,0.0281,,0.0182,,0.003,,,,0.0203,,,,0.0234,,0.1025
450,0.0155,,0.1383,,0.037,,0.029,,0.0186,,0.0032,,,,0.021,,,,0.0229,,0.1069
451,0.0152,,0.1459,,0.0385,,0.0291,,0.0213,,0.0038,,,,0.0217,,,,0.0234,,0.1131
452,0.0148,,0.156,,0.0412,,0.0296,,0.0207,,0.004,,,,0.0224,,,,0.0225,,0.1184
453,0.0146,,0.1643,,0.0426,,0.0293,,0.0229,,0.0048,,,,0.0224,,,,0.0238,,0.1237
454,0.0141,,0.1746,,0.0452,,0.0297,,0.0229,,0.005,,,,0.0234,,,,0.0226,,0.131
455,0.0142,,0.1847,,0.0473,,0.0298,,0.0261,,0.0058,,,,0.0233,,,,0.0228,,0.1369
456,0.0139,,0.196,,0.05,,0.0305,,0.027,,0.0057,,,,0.0245,,,,0.0243,,0.1433
457,0.0135,,0.2068,,0.0519,,0.0307,,0.0283,,0.0065,,,,0.025,,,,0.0237,,0.1519
458,0.0131,,0.2194,,0.0555,,0.0318,,0.0285,,0.0066,,,,0.0255,,,,0.0237,,0.1592
459,0.0131,,0.2309,,0.0574,,0.0309,,0.0324,,0.0076,,,,0.0258,,,,0.0236,,0.1673
460,0.0127,,0.2439,,0.061,,0.0319,,0.0329,,0.0078,,,,0.027,,,,0.0253,,0.1784
461,0.0124,,0.2567,,0.064,,0.0328,,0.0348,,0.0089,,,,0.0272,,,,0.0239,,0.1878
462,0.0122,,0.2698,,0.0672,,0.034,,0.0371,,0.0096,,,,0.0282,,,,0.0245,,0.198
463,0.0119,,0.2829,,0.0703,,0.0338,,0.0389,,0.0106,,,,0.0288,,,,0.0247,,0.2121
464,0.0114,,0.2961,,0.0741,,0.0356,,0.0414,,0.0111,,,,0.0299,,,,0.025,,0.2238
465,0.0112,,0.3089,,0.0773,,0.036,,0.0416,,0.0118,,,,0.0302,,,,0.0244,,0.2363
466,0.011,,0.3215,,0.0808,,0.0369,,0.0445,,0.0129,,,,0.0316,,,,0.0264,,0.2535
467,0.0107,,0.3341,,0.0845,,0.0376,,0.0475,,0.014,,,,0.0322,,,,0.0272,,0.2674
468,0.0107,,0.3467,,0.0878,,0.0381,,0.0509,,0.0144,,,,0.0334,,,,0.0275,,0.2813
469,0.0104,,0.3592,,0.0916,,0.0391,,0.0543,,0.0156,,,,0.0344,,,,0.027,,0.2985
470,0.0104,,0.3722,,0.096,,0.04,,0.0563,,0.017,,,,0.0355,,,,0.0284,,0.3115
471,0.0101,,0.385,,0.0999,,0.0413,,0.0598,,0.0179,,,,0.0364,,,,0.0283,,0.3241
472,0.01,,0.3972,,0.1042,,0.043,,0.0617,,0.0192,,,,0.0375,,,,0.0296,,0.3397
473,0.0098,,0.4107,,0.1095,,0.0447,,0.0666,,0.0203,,,,0.0385,,,,0.0293,,0.351
474,0.0096,,0.4249,,0.1148,,0.0469,,0.0712,,0.0216,,,,0.0393,,,,0.0315,,0.3624
475,0.0096,,0.4389,0.0098,0.1196,,0.0481,,0.0755,,0.0224,,,,0.0402,,,,0.031,,0.3761,0.0017
476,0.0093,,0.4545,0.007,0.1256,,0.0511,,0.0801,,0.0241,,,,0.0411,,,,0.0315,,0.3856,0.002
477,0.0091,,0.4709,0.0049,0.1316,,0.052,,0.0854,,0.0253,,,,0.0423,,,,0.0326,,0.3953,0.0024
478,0.0091,,0.4893,0.0048,0.139,,0.055,,0.0931,,0.0274,,,,0.044,,,,0.0338,,0.4063,0.003
479,0.0089,,0.5082,0.0057,0.146,,0.0563,,0.0963,,0.0294,,,,0.045,,,,0.0338,,0.4145,0.0038
480,0.0089,,0.5297,0.0071,0.1542,,0.0592,,0.1016,,0.0312,,,,0.0459,,,,0.0347,,0.4233,0.0047
481,0.0089,,0.5521,0.0086,0.1625,,0.0608,,0.108,,0.0337,,,,0.0474,,,,0.0361,,0.4354,0.0058
482,0.0088,,0.5768,0.0107,0.1721,,0.0637,,0.1141,,0.0357,,,,0.0487,,,,0.0369,,0.4458,0.0071
483,0.0088,,0.6025,0.0135,0.181,,0.0653,,0.1177,,0.0385,,,,0.05,,,,0.0366,,0.4583,0.0086
484,0.0085,,0.6297,0.0167,0.1917,,0.0679,,0.1242,,0.0412,,,,0.0514,,,,0.0397,,0.4769,0.0103
485,0.0085,,0.6589,0.021,0.2026,,0.0707,,0.1282,,0.0439,,,,0.0526,,,,0.0406,,0.4921,0.0123
486,0.0086,,0.6892,0.0258,0.214,,0.0725,,0.1342,,0.0468,,,,0.0541,,,,0.0424,,0.5095,0.0144
487,0.0085,,0.7199,0.0322,0.2251,,0.0742,,0.1377,,0.0499,,,,0.0558,,,,0.0435,,0.5328,0.017
488,0.0082,,0.7518,0.0394,0.2375,,0.0773,,0.1425,,0.0528,,,,0.0574,,,,0.0455,,0.5518,0.0201
489,0.0084,,0.7846,0.0485,0.2498,,0.0783,,0.1467,,0.0564,,,,0.059,,,,0.0474,,0.5723,0.0239
490,0.0084,,0.817,0.0591,0.2629,,0.0809,,0.1523,,0.0599,,,,0.0605,,,,0.05,,0.5988,0.0284
491,0.0084,,0.8491,0.071,0.2755,,0.0829,,0.1551,,0.0633,,,,0.0624,,,,0.0507,,0.6199,0.0341
492,0.0084,,0.88,0.0852,0.2887,,0.0858,,0.1611,,0.0671,,,,0.0638,,,,0.053,,0.6444,0.0413
493,0.0086,,0.9081,0.1021,0.3006,,0.0876,,0.1642,,0.071,,,,0.0659,,,,0.0555,,0.6777,0.0507
494,0.0085,,0.934,0.1219,0.3132,,0.0907,,0.1717,,0.0745,,,,0.0674,,,,0.0583,,0.7059,0.063
495,0.0086,,0.956,0.1454,0.3244,,0.0931,,0.1777,,0.0785,,,,0.0696,,,,0.0597,,0.7396,0.079
496,0.0086,,0.9751,0.1713,0.3366,,0.0972,,0.187,,0.0827,,,,0.0714,,,,0.0627,,0.787,0.0994
497,0.0088,,0.9883,0.2016,0.3462,,0.0995,,0.1927,,0.0865,,,,0.0735,,,,0.0654,,0.8258,0.1252
498,0.009,,0.9976,0.2353,0.3569,,0.104,,0.2018,,0.0905,,,,0.0755,,,,0.0687,,0.8686,0.1571
499,0.0092,,1,0.2723,0.3655,,0.1085,,0.2119,,0.0945,,,,0.0775,,,,0.0722,,0.9204,0.1959
500,0.0092,,0.9982,0.3126,0.3749,,0.113,,0.2237,,0.0982,,0.01,,0.0798,,0.0195,,0.0748,,0.9548,0.2427
501,0.0096,,0.9894,0.3551,0.3821,,0.1177,,0.2332,,0.1022,,0.009,,0.0817,,0.0238,,0.0768,,0.983,0.2991
502,0.0099,,0.9746,0.4005,0.39,,0.1245,,0.2472,,0.106,,0.0092,,0.0839,,0.0247,,0.0806,,1,0.3661
503,0.0101,,0.9546,0.4465,0.3973,,0.1311,,0.2581,,0.1096,,0.0096,,0.0864,,0.0251,,0.0823,,0.9951,0.444
504,0.0105,,0.9287,0.4966,0.4043,,0.1384,,0.2752,,0.1139,,0.0098,,0.0885,,0.026,,0.087,,0.9709,0.5313
505,0.0109,,0.8976,0.5447,0.4109,,0.1464,,0.2893,,0.118,,0.0103,,0.091,,0.0262,,0.0892,,0.9138,0.6247
506,0.0112,,0.8619,0.5961,0.4184,,0.1551,,0.3079,,0.1223,,0.0108,,0.0932,,0.0271,,0.0918,,0.8514,0.7193
507,0.0115,,0.8214,0.6463,0.4261,,0.1643,,0.3254,,0.1263,,0.0108,,0.096,,0.0277,,0.0951,,0.7718,0.8085
508,0.0119,,0.7789,0.6978,0.4346,,0.174,,0.3444,,0.1315,,0.0111,,0.0983,,0.0277,,0.0987,,0.6627,0.886
509,0.0122,,0.7332,0.7429,0.4438,,0.1846,,0.3617,,0.1366,,0.0118,,0.1004,,0.0289,,0.1004,,0.5765,0.9458
510,0.0129,,0.6857,0.7911,0.4545,,0.1954,,0.3815,,0.1417,,0.0122,,0.1031,,0.0294,,0.1043,,0.4872,0.9841
511,0.013,,0.6371,0.8308,0.4663,,0.207,,0.4015,,0.1476,,0.0124,,0.1053,,0.0306,,0.1056,,0.3858,1
512,0.0137,,0.5893,0.8677,0.48,,0.219,,0.4188,,0.1537,,0.0133,,0.1089,,0.0311,,0.1091,,0.3177,0.9959
513,0.014,,0.5398,0.9018,0.4941,,0.2301,,0.4354,,0.1604,,0.0139,,0.1116,,0.0313,,0.1121,,0.2553,0.9752
514,0.0147,,0.4937,0.9287,0.5114,,0.243,,0.4535,,0.1685,,0.0144,,0.1141,,0.0319,,0.1158,,0.1933,0.9415
515,0.015,,0.4472,0.9506,0.5296,,0.2547,,0.4666,,0.1765,,0.0145,,0.117,,0.0334,,0.1195,,0.1561,0.8977
516,0.0158,,0.4045,0.9695,0.5504,,0.2666,,0.4798,,0.1851,,0.0156,,0.1205,,0.0335,,0.1237,,0.1243,0.8468
517,0.0164,,0.3623,0.9843,0.5725,,0.2768,,0.4899,,0.1947,,0.0157,,0.1234,,0.0346,,0.1272,,0.095,0.7924
518,0.0168,,0.3233,0.9947,0.5976,,0.2883,,0.4962,,0.2051,,0.0162,,0.126,,0.0365,,0.1315,,0.0778,0.7374
519,0.0175,,0.2876,0.9982,0.6239,,0.2966,,0.4996,,0.2159,,0.0172,,0.1295,,0.0372,,0.1362,,0.0631,0.685
520,0.0182,,0.2535,1,0.6522,0.057,0.3052,,0.5051,,0.228,,0.0178,,0.1327,,0.038,,0.1433,,0.0494,0.6371
