381,0.903
381,0.905
383,0.921
384,0.917
386,0.901
386,0.904
388,0.926
389,0.929
391,0.92
391,0.921
393,0.939
394,0.938
397,0.935
397,0.934
400,0.943
401,0.945
403,0.949
404,0.944
406,0.948
407,0.952
409,0.955
410,0.954
413,0.949
414,0.951
416,0.959
417,0.958
419,0.958
420,0.959
423,0.965
424,0.968
426,0.955
427,0.955
429,0.965
430,0.966
432,0.968
433,0.964
436,0.963
437,0.963
439,0.958
440,0.96
442,0.97
443,0.969
446,0.97
447,0.969
448,0.8
449,0.4
450,0.2
451,0.1
452,0.1
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0.1
465,0.1
466,0.2
467,0.4
468,0.8
469,0.97
470,0.969
472,0.967
473,0.967
474,0.968
475,0.965
476,0.962
476,0.964
477,0.962
477,0.966
478,0.961
478,0.956
478,0.933
478,0.927
478,0.907
478,0.948
479,0.952
479,0.955
479,0.954
479,0.949
479,0.951
479,0.959
479,0.958
479,0.958
479,0.959
479,0.965
480,0.968
480,0.955
480,0.948
480,0.952
480,0.955
480,0.954
480,0.949
480,0.951
481,0.959
481,0.958
481,0.958
481,0.959
481,0.965
481,0.968
481,0.955
482,0.948
482,0.952
483,0.955
484,0.954
486,0.949
487,0.951
490,0.959
490,0.958
493,0.958
493,0.959
494,0.965
494,0.968
494,0.955
494,0.948
495,0.952
495,0.955
495,0.954
495,0.949
495,0.951
495,0.959
495,0.958
495,0.958
496,0.959
496,0.965
496,0.968
496,0.955
496,0.971
496,0.972
496,0.972
496,0.972
496,0.972
497,0.972
497,0.972
497,0.972
497,0.972
497,0.972
498,0.972
499,0.972
500,0.972
500,0.973
501,0.973
502,0.973
503,0.971
504,0.8
505,0.4
506,0.2
507,0.1
508,0.1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0.1
521,0.1
522,0.2
523,0.4
524,0.8
526,0.973
527,0.973
530,0.973
531,0.971
533,0.972
534,0.972
537,0.972
538,0.972
540,0.972
541,0.972
543,0.972
544,0.972
546,0.972
546,0.972
548,0.972
549,0.972
549,0.973
549,0.973
549,0.973
550,0.971
550,0.971
550,0.971
550,0.971
550,0.971
550,0.971
550,0.971
551,0.972
551,0.972
551,0.972
551,0.972
551,0.972
551,0.972
551,0.972
551,0.972
551,0.972
551,0.972
552,0.972
552,0.972
552,0.973
552,0.973
552,0.973
552,0.973
552,0.973
553,0.973
553,0.97
553,0.97
555,0.971
556,0.971
559,0.971
560,0.971
563,0.971
563,0.971
566,0.971
567,0.971
568,0.971
568,0.971
569,0.971
568,0.972
569,0.972
569,0.972
569,0.972
569,0.972
569,0.972
569,0.972
570,0.972
570,0.972
570,0.972
570,0.972
570,0.972
570,0.973
570,0.973
570,0.973
571,0.973
570,0.973
571,0.973
571,0.97
571,0.97
571,0.971
571,0.971
571,0.971
572,0.971
572,0.971
574,0.971
575,0.971
577,0.971
577,0.971
580,0.971
581,0.971
583,0.972
584,0.972
586,0.972
587,0.972
590,0.972
591,0.972
593,0.972
594,0.972
597,0.972
597,0.972
600,0.972
601,0.972
603,0.973
604,0.973
607,0.973
610,0.973
611,0.973
614,0.973
615,0.973
617,0.965
617,0.962
619,0.965
619,0.962
619,0.966
620,0.967
620,0.968
620,0.967
620,0.969
621,0.97
621,0.971
621,0.968
621,0.968
621,0.968
621,0.968
621,0.969
621,0.969
622,0.969
622,0.969
622,0.969
622,0.969
622,0.969
622,0.969
622,0.969
623,0.969
623,0.969
623,0.969
623,0.97
623,0.97
624,0.97
624,0.97
624,0.97
624,0.97
625,0.97
627,0.97
628,0.97
631,0.97
632,0.97
634,0.971
635,0.971
638,0.971
638,0.971
640,0.971
640,0.971
641,0.971
641,0.971
641,0.971
641,0.971
642,0.971
642,0.972
642,0.972
642,0.972
642,0.972
642,0.972
642,0.972
643,0.972
643,0.972
643,0.972
643,0.972
643,0.972
643,0.972
643,0.973
643,0.973
644,0.973
644,0.973
644,0.973
644,0.973
644,0.973
644,0.973
645,0.973
645,0.973
645,0.973
646,0.974
647,0.974
648,0.974
649,0.974
650,0.974
651,0.974
652,0.974
653,0.974
654,0.974
657,0.974
657,0.974
659,0.975
660,0.975
662,0.975
663,0.975
665,0.975
666,0.975
668,0.975
669,0.975
671,0.975
672,0.975
675,0.975
675,0.975
678,0.976
679,0.976
681,0.976
684,0.976
685,0.976
688,0.976
688,0.976
691,0.976
692,0.976
694,0.976
695,0.976
698,0.977
699,0.977
701,0.977
702,0.977
705,0.977
705,0.977
708,0.977
709,0.977
712,0.977
712,0.977
715,0.977
716,0.977
718,0.978
719,0.978
722,0.978
723,0.978
725,0.978
726,0.978
729,0.978
729,0.978
732,0.978
733,0.978
735,0.978
736,0.979
739,0.979
739,0.979
742,0.979
742,0.979
745,0.979
746,0.979
748,0.979
749,0.979
736,0.979
739,0.979
739,0.98
742,0.98
742,0.98
745,0.98
746,0.98
